Unikaj	VERB	unikać
dudniących	ADJ	dudnić
hałaśliwych	ADJ	hałaśliwy
kolumn	NOUN	kolumna
30	NUM	30
metrów	NOUN	metr
od	ADP	od
niego	PRON	on
rosną	VERB	rosnąć
krzaki	NOUN	krzak
31-letnia	ADJ	31-letni
Karina	PROPN	Karina
Hoffman	PROPN	Hoffman
-	PUNCT	-
Birkhead	PROPN	Birkhead
rozwiodła	VERB	rozwieść
ubiegłym	ADJ	ubiegły
roku	NOUN	rok
3mamy	VERB	trzymać
!	PUNCT	!
43-letni	ADJ	43-letni
młodszy	ADJ	młody
brygadier	NOUN	brygadier
dmuchnął	VERB	dmuchnąć
alkomat	NOUN	alkomat
48	NUM	48
zakładów	NOUN	zakład
mięsnych	ADJ	mięsny
całego	ADJ	cały
kraju	NOUN	kraj
zgłosiło	VERB	zgłosić
konkursu	NOUN	konkurs
213	NUM	213
swoich	DET	swój
produktów	NOUN	produkt
5	NUM	5
dni	NOUN	dzień
obradowała	VERB	obradować
Warszawie	PROPN	Warszawa
konferencja	NOUN	konferencja
Stowarzyszenia	NOUN	stowarzyszenie
Prawa	NOUN	prawo	ADJ	prawy
Międzynarodowego	ADJ	międzynarodowy
6	NUM	6	ADJ	6
dziecko	NOUN	dziecko
zamordowano	VERB	zamordować
A	CCONJ	a
Bóg	PROPN	Bóg	NOUN	bóg
Prawdomówny	ADJ	prawdomówny
–	PUNCT	–
chciała	VERB	chcieć
ś	AUX	być
poczuć	VERB	poczuć
porządnie	ADV	porządnie
?	PUNCT	?
chciał	VERB	chcieć
by	AUX	by	SCONJ	by
mnie	PRON	ja
nieść	VERB	nieść
chodzi	VERB	chodzić
o	ADP	o	INTJ	o
niebagatelne	ADJ	niebagatelny
sumy	NOUN	suma
ci	DET	ten	PRON	ty
ostatni	ADJ	ostatni
większości	NOUN	większość
uważają	VERB	uważać
że	SCONJ	że	PART	że
taki	DET	taki
układ	NOUN	układ
to	AUX	to	VERB	to	PRON	to	DET	ten
i	ADV	i	CCONJ	i	PART	i
tak	ADV	tak
mniejsze	ADJ	mały
zło	NOUN	zło
ciebie	PRON	ty
pieprzyli	VERB	pieprzyć
śmy	AUX	być
co	PRON	co	SCONJ	co	ADP	co	PART	co
czyta	VERB	czytać
teraz	ADV	teraz
minister	NOUN	minister
edukacji	NOUN	edukacja
specjalnością	NOUN	specjalność
IV	ADJ	IV
LO	PROPN	LO
a	CCONJ	a
tych	DET	ten
słoikach	NOUN	słoik
ma	VERB	mieć	NOUN	machina
być	AUX	być	VERB	być
spoiwem	NOUN	spoiwo
siłą	NOUN	siła
napędową	ADJ	napędowy
pana	NOUN	pan	PROPN	Pan
najbardziej	ADV	bardzo
stresuje	VERB	stresować
tam	ADV	tam
było	AUX	być	VERB	być
kombinujesz	VERB	kombinować
tym	DET	ten	ADV	tym	PRON	to
rondelkiem	NOUN	rondelek
CO	PRON	co
TO	PRON	to	AUX	to
ZNACZY	VERB	znaczyć
NAPRAWDĘ	PART	naprawdę
sercu	NOUN	serce
nosił	VERB	nosić
ten	DET	ten
pan	NOUN	pan
możny	ADJ	możny
czemu	ADV	czemu	PRON	co
pytasz	VERB	pytać
ty	PRON	ty
nie	PART	nie	CCONJ	nie	PRON	on
robisz	VERB	robić
ich	PRON	on
ochrzcili	VERB	ochrzcić
czy	PART	czy	CCONJ	czy
jakaś	DET	jakiś
historia	NOUN	historia
łączy	VERB	łączyć
tą	DET	ten
sową	NOUN	sowa
słyszał	VERB	słyszeć
Witoldzie	PROPN	Witold
Michałowskim	PROPN	Michałowski
człowiek	NOUN	człowiek
musi	VERB	musieć
siebie	PRON	siebie
zadbać	VERB	zadbać
dał	VERB	dać
Kaliszowi	PROPN	Kalisz
Niderlandy	PROPN	Niderlandy
diabeł	NOUN	diabeł
siedział	VERB	siedzieć
panu	NOUN	pan
dlaczego	ADV	dlaczego
małżeństwo	NOUN	małżeństwo
Szymonem	PROPN	Szymon
miało	VERB	mieć
kolidować	VERB	kolidować
tymi	DET	ten
planami	NOUN	plan
miał	VERB	mieć
pojechać	VERB	pojechać
takie	DET	taki
ważne	ADJ	ważny
Azji	PROPN	Azja
Polski	PROPN	Polska	ADJ	polski
przenieść	VERB	przenieść
da	VERB	dać
Dusznik	PROPN	Duszniki
jedziecie	VERB	jechać
dobra	NOUN	dobro	ADJ	dobry
rzadsze	ADJ	rzadki
są	AUX	być	VERB	być
cenniejsze	ADJ	cenny
dokąd	ADV	dokąd
szedł	VERB	iść
dokładnie	ADV	dokładnie
podawała	VERB	podawać
mi	PRON	ja
Dorotka	PROPN	Dorotka
pracuje	VERB	pracować
banku	NOUN	bank
dalej	ADV	daleko
dołączyć	VERB	dołączyć
możemy	VERB	móc
dużo	DET	dużo	ADV	dużo
odrobiony	ADJ	odrobić
dzisiaj	ADV	dzisiaj	NOUN	dzisiaj
można	VERB	można
nic	PRON	nic
poza	ADP	poza
aspiryną	NOUN	aspiryna
zażyć	VERB	zażyć
bez	ADP	bez
wiedzy	NOUN	wiedza
sportowego	ADJ	sportowy
lekarza	NOUN	lekarz
dziś	ADV	dziś	NOUN	dziś
osiągalna	ADJ	osiągalny
już	PART	już
siwieje	VERB	siwieć
długo	ADV	długo
piecze	VERB	piec
dźwigała	VERB	dźwigać
coś	PRON	coś
gdzie	ADV	gdzie
leżą	VERB	leżeć
którzy	DET	który
pójdą	VERB	pójść
piekła	NOUN	piekło
szukać	VERB	szukać
szamponu	NOUN	szampon
który	DET	który
myje	VERB	myć
wy	PRON	wy
garnki	NOUN	garnek
trzymacie	VERB	trzymać
totolotek	NOUN	totolotek
zmienił	VERB	zmienić
ile	DET	ile
naprawdę	PART	naprawdę	ADV	naprawdę
wyniesie	VERB	wynieść
płacicie	VERB	płacić
kosztuje	VERB	kosztować
miesięcznie	ADV	miesięcznie
imię	NOUN	imię
jego	PRON	on
Przekora	PROPN	Przekora
ja	PRON	ja
bardzo	ADV	bardzo
m	AUX	być
mieć	VERB	mieć
we	ADP	w
brwi	NOUN	brew
chcę	VERB	chcieć
pomagać	VERB	pomagać
kobietom	NOUN	kobieta
gotuję	VERB	gotować
lunch	NOUN	lunch
jestem	AUX	być	VERB	być
środku	NOUN	środek
musiała	VERB	musieć
koce	NOUN	koc
prac	VERB	prać	NOUN	praca
myślał	VERB	myśleć
em	AUX	być
niosę	VERB	nieść
pocieszenie	NOUN	pocieszenie
mówię	VERB	mówić
profesorowi	NOUN	profesor
pójdę	VERB	pójść
umiem	VERB	umieć
sobie	PRON	siebie
kompletnie	ADV	kompletnie
poradzić	VERB	poradzić
on	PRON	on
robi	VERB	robić
oblała	VERB	oblać
matmę	NOUN	matma
odciągnę	VERB	odciągnąć
oddaję	VERB	oddawać
za	ADP	za	PART	za
sześćdziesiąt	NUM	sześćdziesiąt
pięć	NUM	pięć
odpowiedział	VERB	odpowiedzieć
Tobie	PRON	ty
nigdy	ADV	nigdy
przyzwyczaję	VERB	przyzwyczaić
tego	DET	ten	PRON	to
barbarzyństwa	NOUN	barbarzyństwo
uczę	VERB	uczyć
życiu	NOUN	życie
odchudzała	VERB	odchudzać
wierzę	VERB	wierzyć
wam	PRON	wy
jesteście	VERB	być	AUX	być
bańce	NOUN	bańka
wciąż	ADV	wciąż
pamiętam	VERB	pamiętać
stopy	NOUN	stopa
widział	VERB	widzieć
Armenami	PROPN	Armen
świetnie	ADV	świetnie
po	ADP	po
rosyjsku	ADJ	rosyjski
dogaduję	VERB	dogadywać
zadzieram	VERB	zadzierać
głowę	NOUN	głowa
wysoko	ADV	wysoko
jak	ADV	jak	ADP	jak	CCONJ	jak
Tobą	PRON	ty
głosowali	VERB	głosować
inni	ADJ	inny	NOUN	inny
sarajewscy	ADJ	sarajewski
Serbowie	PROPN	Serb
moim	DET	mój
twoim	DET	twój
pani	NOUN	pani
umrzeć	VERB	umrzeć
wygląda	VERB	wyglądać
Stalowej	ADJ	Stalowy
Woli	PROPN	Wola	VERB	woleć
wycenić	VERB	wycenić
straty	NOUN	strata
zdrowiu	NOUN	zdrowie
jaka	DET	jaki
rola	NOUN	rola
jaki	DET	jaki
ukazywał	VERB	ukazywać
Annaliese	PROPN	Anneliese
Micheal	PROPN	Michel
jakie	DET	jaki
przylatują	VERB	przylatywać
żeby	SCONJ	żeby
spędzić	VERB	spędzić
nami	PRON	my
zimę	NOUN	zima
Jan	PROPN	Jan
Rokita	PROPN	Rokita
zaszkodził	VERB	zaszkodzić
jeden	ADJ	jeden	NUM	jeden
mówi	VERB	mówić
najlepiej	ADV	dobrze
Stalina	PROPN	Stalin
jednak	PART	jednak
żegnam	VERB	żegnać
prawda	NOUN	prawda
końcówce	NOUN	końcówka
zabrakło	VERB	zabraknąć
emocji	NOUN	emocja
jemu	PRON	on
wierzą	VERB	wierzyć
jeszcze	PART	jeszcze	ADV	jeszcze
niedawno	ADV	niedawno
mówił	VERB	mówić
eś	AUX	być
Gronkiewicz	PROPN	Gronkiewicz
ciepło	ADV	ciepło	NOUN	ciepło
zdawało	VERB	zdawać
mu	PRON	on
rozpozna	VERB	rozpoznać
każdą	DET	każdy
sztachetę	NOUN	sztacheta
płocie	NOUN	płot
kalosze	NOUN	kalosz
nosi	VERB	nosić
Kaśka	PROPN	Kaśka
tę	DET	ten
kartę	NOUN	karta
kiedy	ADV	kiedy
mogę	VERB	móc
przyjść	VERB	przyjść
stało	VERB	stać
powstał	VERB	powstać
problem	NOUN	problem
ze	ADP	z	PART	z	SCONJ	że
zdobyciem	NOUN	zdobyć
odpowiednich	ADJ	odpowiedni
dowodów	NOUN	dowód
kobiecie	NOUN	kobieta
Polce	PROPN	Polka
Łzach	NOUN	łza
czerni	NOUN	czerń
ksiądz	NOUN	ksiądz
żyje	VERB	żyć
kto	PRON	kto
mierzył	VERB	mierzyć
kawałki	NOUN	kawałek
powiedział	VERB	powiedzieć
może	VERB	móc	PART	może
tu	ADV	tu
mieszkać	VERB	mieszkać
każe	VERB	kazać
żreć	VERB	żreć
powie	VERB	powiedzieć
któż	PRON	któż
Was	PRON	wy
czuje	VERB	czuć
pokrzywdzony	ADJ	pokrzywdzony
Kwaśniewski	PROPN	Kwaśniewski
poparł	VERB	poprzeć
system	NOUN	system
parlamentarno	ADJ	parlamentarny
gabinetowy	ADJ	gabinetowy
latem	NOUN	lato
kochasz	VERB	kochać
leki	NOUN	lek
kosztują	VERB	kosztować
ludzie	NOUN	człowiek
reagują	VERB	reagować
kocha	VERB	kochać
niczego	PRON	nic
boi	VERB	bać
ją	PRON	on
wydam	VERB	wydać
były	AUX	być	VERB	być	ADJ	były
gdzieś	ADV	gdzieś
błędy	NOUN	błąd
innego	ADJ	inny
go	PRON	on
uprościć	VERB	uprościć
my	PRON	my
zabawimy	VERB	zabawić
radykalnie	ADV	radykalnie
zmieniono	VERB	zmienić
czasów	NOUN	czas
chodziła	VERB	chodzić
religię	NOUN	religia
ktoś	PRON	ktoś
im	PRON	on
taką	DET	taki
licencję	NOUN	licencja
prezencie	NOUN	prezent
tylko	PART	tylko	CCONJ	tylko
opowiadali	VERB	opowiadać
nikt	PRON	nikt
zauważył	VERB	zauważyć
recytować	VERB	recytować
podać	VERB	podać
kieliszki	NOUN	kieliszek
przesadzam	VERB	przesadzać
mylę	VERB	mylić
grę	NOUN	gra
też	PART	też
wchodził	VERB	wchodzić
rak	NOUN	rak
gdyby	SCONJ	gdyby
przemógł	VERB	przemóc
potłumił	VERB	potłumić
zaklęcia	NOUN	zaklęcie
ZSSR	PROPN	ZSSR
Polską	PROPN	Polska
mówimy	VERB	mówić
jesteśmy	VERB	być	AUX	być
zupełnem	ADJ	zupełny
porządku	NOUN	porządek
robimy	VERB	robić
"	PUNCT	"
potrafimy	VERB	potrafić
rozpoznać	VERB	rozpoznać
drzemie	VERB	drzemać
człowieku	NOUN	człowiek
siedziały	VERB	siedzieć
pierwszej	ADJ	pierwszy
ławce	NOUN	ławka
myśl	NOUN	myśl	VERB	myśleć
ukryła	VERB	ukryć
tłumie	NOUN	tłum
mój	DET	mój
czas	NOUN	czas
cenny	ADJ	cenny
mówiło	VERB	mówić
wszystkim	PRON	wszystko	DET	wszystek
czym	PRON	co
polega	VERB	polegać
wasza	DET	wasz
działalność	NOUN	działalność
gospodarcza	ADJ	gospodarczy
masz	VERB	mieć
lubię	VERB	lubić
supermarketach	NOUN	supermarket
oglądać	VERB	oglądać
bajki	NOUN	bajka
nerwowe	ADJ	nerwowy
ruchy	NOUN	ruch
nikomu	PRON	nikt
wyszły	VERB	wyjść
dobre	ADJ	dobry	NOUN	dobre
niby	PART	niby	ADP	niby
przeczę	VERB	przeczyć
wakacji	NOUN	wakacje
macie	VERB	mieć
starej	ADJ	stary
kasety	NOUN	kaseta
jakiejś	DET	jakiś
zaczął	VERB	zacząć
wtedy	ADV	wtedy
proces	NOUN	proces
zapomnij	VERB	zapomnieć
wypisać	VERB	wypisać
czytelni	NOUN	czytelnia
abonament	NOUN	abonament
zapłacony	ADJ	zapłacić
dwudziestego	ADJ	dwudziesty
niech	AUX	niech
trzęsie	VERB	trząść
se	PRON	siebie
szepczesz	VERB	szeptać
obywatelka	NOUN	obywatelka
skąd	ADV	skąd
wie	VERB	wiedzieć
odkąd	ADV	odkąd
Kaziński	PROPN	Kaziński
wydał	VERB	wydać
wojnę	NOUN	wojna
właścicielom	NOUN	właściciel
psów	NOUN	pies
trudniej	ADV	trudno
(	PUNCT	(
odpisze	VERB	odpisać
koleżanka	NOUN	koleżanka
priva	NOUN	priv
)	PUNCT	)
ogrzewania	NOUN	ogrzewanie
wyłączyć	VERB	wyłączyć
bo	SCONJ	bo
zaszkodzi	VERB	zaszkodzić
świeżo	ADV	świeżo
zakonserwowanym	ADJ	zakonserwować
freskom	NOUN	fresk
obu	NUM	oba
synagogach	NOUN	synagoga
najstarszy	ADJ	stary
kolana	NOUN	kolano
weźmie	VERB	wziąć
przez	ADP	przez
parę	DET	parę
pracował	VERB	pracować
piekarni	NOUN	piekarnia
spał	VERB	spać
dworze	NOUN	dwór
ona	PRON	on
doczeka	VERB	doczekać
pochwały	NOUN	pochwała
popadać	VERB	popadać
kolejne	ADJ	kolejny
frustracje	NOUN	frustracja
słodkie	ADJ	słodki
lubi	VERB	lubić
oni	PRON	on
jutro	ADV	jutro	NOUN	jutro
będą	AUX	być	VERB	być
wracać	VERB	wracać
padają	VERB	padać
wyglądają	VERB	wyglądać
nieprzytomnych	ADJ	nieprzytomny
pamiętasz	VERB	pamiętać
swoje	DET	swój	NOUN	swoje
pierwsze	ADJ	pierwszy
wrażenie	NOUN	wrażenie
zobaczył	VERB	zobaczyć
gołą	ADJ	goły
dziewczynę	NOUN	dziewczyna
naturze	NOUN	natura
nimi	PRON	on
zetknął	VERB	zetknąć
panowie	NOUN	pan
maja	VERB	mieć	NOUN	maj
tej	DET	ten
kwestii	NOUN	kwestia
duże	ADJ	duży
naczenie	NOUN	znaczenie
malował	VERB	malować
kebabie	NOUN	kebab
wracam	VERB	wracać
ocknięciu	NOUN	ocknąć
kamienia	NOUN	kamień
osiągnął	VERB	osiągnąć
dwie	NUM	dwa
straszne	ADJ	straszny
swej	DET	swój
prostocie	NOUN	prostota
myśli	NOUN	myśl	VERB	myśleć
polityka	NOUN	polityka
obecna	ADJ	obecny
potem	ADV	potem	NOUN	pot
będę	AUX	być
składać	VERB	składać
apelację	NOUN	apelacja
dwupłatowiec	NOUN	dwupłatowiec
wniknął	VERB	wniknąć
nasz	DET	nasz
bombowiec	NOUN	bombowiec
niczym	ADP	niczym	PRON	nic
duch	NOUN	duch
jakimś	DET	jakiś
czasie	NOUN	czas	ADP	czasie
zaczęło	VERB	zacząć
nawet	PART	nawet	CCONJ	nawet
przyzywanie	NOUN	przyzywać
szatana	NOUN	szatan
roześmiał	VERB	roześmiać
uciekł	VERB	uciec
Warszawy	PROPN	Warszawa
zgłoś	VERB	zgłosić
księcia	NOUN	książę
nagrodę	NOUN	nagroda
powiem	VERB	powiedzieć
czeskie	ADJ	czeski
bydlę	NOUN	bydlę
wyjątkowo	ADV	wyjątkowo
nieapetyczne	ADJ	nieapetyczny
powiesz	VERB	powiedzieć
społeczności	NOUN	społeczność
przecież	PART	przecież
razy	NOUN	raz
podrabiano	VERB	podrabiać
dokumenty	NOUN	dokument
jakąś	DET	jakiś
współpracę	NOUN	współpraca
przegrali	VERB	przegrać
długi	ADJ	długi	NOUN	dług
okres	NOUN	okres
OE	PROPN	OE
działał	VERB	działać
wybiórczo	ADV	wybiórczo
przyjrzyj	VERB	przyjrzeć
treści	NOUN	treść
katechezy	NOUN	katecheza
Polsce	PROPN	Polska
międzywojennej	ADJ	międzywojenny
przynajmniej	PART	przynajmniej
choćby	PART	choćby	SCONJ	choćby
jakiś	DET	jakiś
powstrzymać	VERB	powstrzymać
zalewający	ADJ	zalewać
kraj	NOUN	kraj
rewolucyjny	ADJ	rewolucyjny
potop	NOUN	potop
przyszedł	VERB	przyjść
czwartej	ADJ	czwarty
rozmawiał	VERB	rozmawiać
choć	PART	choć	SCONJ	choć
raz	NOUN	raz
żoną	NOUN	żona
ruskie	NOUN	Ruski
Rychtarski	PROPN	Rychtarski
Ziemiak	PROPN	Ziemiak
uzyskali	VERB	uzyskać
rezultaty	NOUN	rezultat
lepsze	ADJ	dobry
niż	ADP	niż	CCONJ	niż
trzeci	ADJ	trzeci
senior	NOUN	senior
sama	ADJ	sam
jakoś	ADV	jakoś
poradzi	VERB	poradzić
seks	NOUN	seks
przymusem	NOUN	przymus
bierze	VERB	brać
adresy	NOUN	adres
pań	NOUN	pani
mam	VERB	mieć
sprawa	NOUN	sprawa
błaha	ADJ	błahy
mocno	ADV	mocno
stoją	VERB	stać
twardym	ADJ	twardy
świętym	ADJ	święty
gruncie	NOUN	grunt
szkoda	VERB	szkoda
pozamykane	ADJ	pozamykać
nazywały	VERB	nazywać
serwowane	ADJ	serwować
alkohole	NOUN	alkohol
te	DET	ten
szacunki	NOUN	szacunek
publikowane	ADJ	publikować
zrobił	VERB	zrobić
głupi	ADJ	głupi
Rzymianin	PROPN	Rzymianin
odeśle	VERB	odesłać
był	AUX	być	VERB	być
odpowiedni	ADJ	odpowiedni
opluła	VERB	opluć
wiem	VERB	wiedzieć
krowę	NOUN	krowa
piwoszkę	NOUN	piwoszka
oddajemy	VERB	oddawać
głos	NOUN	głos
naszej	DET	nasz
drogiej	ADJ	drogi
doktor	NOUN	doktor
Bernie	PROPN	Berna
posłuchaj	VERB	posłuchać
ciążę	NOUN	ciąża
uziemieni	ADJ	uziemić
kolos	NOUN	kolos
najważniejsze	ADJ	ważny
uratować	VERB	uratować
śmierci	NOUN	śmierć
początek	NOUN	początek
choroby	NOUN	choroba
zostanie	AUX	zostać	VERB	zostać
porę	NOUN	pora
wykryty	ADJ	wykryć
pewnie	PART	pewnie	ADV	pewnie
akurat	PART	akurat
chwyt	NOUN	chwyt
zamierzony	ADJ	zamierzyć
autora	NOUN	autor
głęboko	ADV	głęboko
uzasadniony	ADJ	uzasadnić
raczej	PART	raczej
drugą	ADJ	drugi
stronę	NOUN	strona
starsza	ADJ	stary
babka	NOUN	babka
zdjęcia	NOUN	zdjęcie
zawsze	ADV	zawsze
poprawia	VERB	poprawiać
humor	NOUN	humor
tobie	PRON	ty
niej	PRON	on
trafisz	VERB	trafić
tragarzy	NOUN	tragarz
słuchaj	VERB	słuchać
leży	VERB	leżeć
Agryppa	PROPN	Agryppa
Paracelsus	PROPN	Paracelsus
Albertus	PROPN	Albertus
Magnus	PROPN	Magnus
podrzucił	VERB	podrzucić
opaskę	NOUN	opaska
osobisty	ADJ	osobisty
kontakt	NOUN	kontakt
mógł	VERB	móc
zaważyć	VERB	zaważyć
tutaj	ADV	tutaj
muszę	VERB	musieć
zgodzić	VERB	zgodzić
będziesz	AUX	być	VERB	być
przeprowadzać	VERB	przeprowadzać
mogła	VERB	móc
prowadzić	VERB	prowadzić
program	NOUN	program
zwykły	ADJ	zwykły
jesteś	AUX	być	VERB	być
zamknij	VERB	zamknąć
Adam	PROPN	Adam
kombinuj	VERB	kombinować
Tyrmand	PROPN	Tyrmand
u	ADP	u
nas	PRON	my
ciężko	ADV	ciężko
ustawa	NOUN	ustawa
nadal	ADV	nadal
martwa	ADJ	martwy
wakacje	NOUN	wakacje
pojedzie	VERB	pojechać
kolonie	NOUN	kolonie
lub	CCONJ	lub
szkoli	VERB	szkolić
awansować	VERB	awansować
Waldka	PROPN	Waldek
dawno	ADV	dawno
wiesz	VERB	wiedzieć
zajmuje	VERB	zajmować
wieś	NOUN	wieś
szaleje	VERB	szaleć
radości	NOUN	radość
więc	CCONJ	więc
chroniła	VERB	chronić
tuliła	VERB	tulić
walczyć	VERB	walczyć
Leszek	PROPN	Leszek
Balcerowicz	PROPN	Balcerowicz
odniósł	VERB	odnieść
zwycięstwo	NOUN	zwycięstwo
nieświadomie	ADV	nieświadomie
wyrządza	VERB	wyrządzać
krzywdę	NOUN	krzywda
zacząć	VERB	zacząć
źle	ADV	źle
myśleć	VERB	myśleć
Barbarze	PROPN	Barbara
niedługo	ADV	niedługo
będziemy	AUX	być	VERB	być
pisali	VERB	pisać
aferach	NOUN	afera
korupcyjnych	ADJ	korupcyjny
rządu	NOUN	rząd
Olszewskiego	PROPN	Olszewski
poznał	VERB	poznać
łachmanach	NOUN	łachman
pomimo	ADP	pomimo
zarostu	NOUN	zarost
gębie	NOUN	gęba
szczodrze	ADV	szczodrze
wynagrodzi	VERB	wynagrodzić
niedosyt	NOUN	niedosyt
umarła	VERB	umrzeć
była	AUX	być	VERB	być
liczba	NOUN	liczba
magiczna	ADJ	magiczny
decydować	VERB	decydować
nią	PRON	on
zdążyli	VERB	zdążyć
ście	AUX	być
wyglądam	VERB	wyglądać
takiego	DET	taki
władze	NOUN	władza
Kielc	PROPN	Kielce
myślą	VERB	myśleć	NOUN	myśl
właściwie	ADV	właściwie
umiera	VERB	umierać
drzwiami	NOUN	drzwi
czekali	VERB	czekać
bandyci	NOUN	bandyta
trzecim	ADJ	trzeci
razem	NOUN	raz	ADV	razem
wpadnie	VERB	wpaść
Zakopane	PROPN	Zakopane
zapyziałe	ADJ	zapyziały
zatem	CCONJ	zatem
światło	NOUN	światło
wewnętrzne	ADJ	wewnętrzny
znamy	VERB	znać
dawniejsze	ADJ	dawny
znał	VERB	znać
arytmetykę	NOUN	arytmetyka
zresztą	PART	zresztą
czasu	NOUN	czas
czytanie	NOUN	czytać
zupełnie	ADV	zupełnie
wyobrazić	VERB	wyobrazić
będzie	VERB	być	AUX	być
żona	NOUN	żona
gniewa	VERB	gniewać
A320	PROPN	A320
prekursorem	NOUN	prekursor
wśród	ADP	wśród
odrzutowców	NOUN	odrzutowiec
liniowych	ADJ	liniowy
Abakanowicz	PROPN	Abakanowicz
seriami	NOUN	seria
Aby	SCONJ	aby
czego	PRON	co
żyć	VERB	żyć
zatrudniła	VERB	zatrudnić
firmie	NOUN	firma
przyjaciół	NOUN	przyjaciel
pozbyć	VERB	pozbyć
niespokojnego	ADJ	niespokojny
ducha	NOUN	duch
Apulii	PROPN	Apulia
Onufry	PROPN	Onufry
wysłał	VERB	wysłać
Roberta	PROPN	Robert
Kalabrii	PROPN	Kalabria
wywieźć	VERB	wywieźć
je	PRON	on	VERB	jeść
Niemiec	PROPN	Niemcy
używał	VERB	używać
wobec	ADP	wobec
ani	CCONJ	ani
podstępu	NOUN	podstęp
przemocy	NOUN	przemoc
odebrać	VERB	odebrać
wskazane	ADJ	wskazany
odpowiednie	ADJ	odpowiedni
przygotowanie	NOUN	przygotowanie
matematyczne	ADJ	matematyczny
zarabiać	VERB	zarabiać
pieniądze	NOUN	pieniądz
Ach	INTJ	ach
błagam	VERB	błagać
cię	PRON	ty
mówisz	VERB	mówić
pomarańczowej	ADJ	pomarańczowy
dawna	ADJ	dawny
czuł	VERB	czuć
Bylina	PROPN	Bylina
chciwie	ADV	chciwie
popatrzył	VERB	popatrzeć
plan	NOUN	plan
wyszedł	VERB	wyjść
przyjechał	VERB	przyjechać
natychmiast	ADV	natychmiast
szukał	VERB	szukać
nowego	ADJ	nowy
parkietu	NOUN	parkiet
wygrał	VERB	wygrać
etap	NOUN	etap
lutym	NOUN	luty
powinien	VERB	powinien
zostać	VERB	zostać	AUX	zostać
Adamek	PROPN	Adamek
zdążył	VERB	zdążyć
skomentować	VERB	skomentować
Adiunkt	NOUN	adiunkt
notuje	VERB	notować
uwagi	NOUN	uwaga
kontroli	NOUN	kontrola
następuje	VERB	następować
krótka	ADJ	krótki
konsultacja	NOUN	konsultacja
naukowa	ADJ	naukowy
Administrator	NOUN	administrator
Adres	NOUN	adres
dobrodziej	NOUN	dobrodziej
spisze	VERB	spisać
dowodu	NOUN	dowód
osobistego	ADJ	osobisty
Adrian	PROPN	Adrian
sie	PRON	się
uczyć	VERB	uczyć
Adwent	NOUN	adwent
dla	ADP	dla
Pasierba	NOUN	pasierb
szczególne	ADJ	szczególny
znaczenie	NOUN	znaczenie
Adwokat	NOUN	adwokat
bronić	VERB	bronić
Afgańczycy	PROPN	Afgańczyk
